,snr,svm_train,svm_valid,cnn1d_train,cnn1d_valid,cnn2d_train,cnn2d_valid,ar_train,ar_valid
0,0.2,0.7303587548848187,0.578843126301356,0.9658276547886344,0.5765815861346011,0.6398841213489285,0.6241287457382392,0.9417533714317058,0.6579065765887366
1,0.2,0.9657951621204324,0.5438028660466123,0.7438602936910483,0.5285411833075173,0.7602721123675666,0.5960225469730914,0.9954257340264764,0.6409289378921732
2,0.25,0.7437521997884996,0.6492550242550242,0.6853800335987457,0.6460023640789895,0.911733502900826,0.6750067626731713,0.950097298058312,0.6963028638028639
3,0.2,0.7423410284190349,0.5910931174089069,0.6650373274646405,0.5565778799896448,0.8375703281279306,0.6333630308336191,0.9919657346378996,0.6394812209900796
4,0.2,0.5,0.5,0.653979416897717,0.5440592167688941,0.6854320287843171,0.6332451258419,0.9919445266990976,0.6441395759621567
5,0.2,0.715811063238621,0.6143350231905943,0.8208385868177167,0.6148345112219036,0.9973191751308096,0.6584338313671417,0.9938372677479996,0.648332130702767
6,0.25,0.5,0.5,0.6749393404175809,0.7159011151547917,0.6730689372765044,0.7209768853335029,0.963645278321103,0.7496011524644717
7,0.25,0.693035718980693,0.6677795174065205,0.687828346603027,0.677071400932421,0.7230932090941294,0.669562215534871,0.996506724926456,0.6673549170519999
8,0.3,0.7585751121319149,0.7587866883482797,0.7719314132551068,0.7205538864608597,0.9201567361757916,0.7500668396805612,0.9930857370569224,0.777921807846609
9,0.25,0.7314053926748227,0.6786324786324787,0.7441638332700358,0.6755109743797862,0.9017064131067004,0.6869899295276808,0.9972175305413292,0.6976274455785809
10,0.25,0.7019521293994624,0.643521143474993,0.7242012158766572,0.6561448671599519,0.7107319354603775,0.6910187887372372,0.9413442222076732,0.6941084789782381
11,0.3,0.7699017456414102,0.6754647403515861,0.7468537624617363,0.7093072881126273,0.8792870353499357,0.6857081448686009,0.999439073875164,0.7312717274928963
12,0.3,0.7797886031350872,0.6874384974115433,0.8586824682259548,0.67440918581846,0.9499974917531802,0.6957871515351355,0.9997200447928332,0.7721539473377709
13,0.35,0.7680115754645919,0.7583559168925023,0.7761797857615426,0.7694575971029216,0.9987990810359232,0.7883587099406328,1.0,0.7845355524915929
14,0.35,0.7729241421377675,0.7467565446234822,0.733467070218024,0.7610292615602468,0.8310909215685837,0.7489841712660665,0.8897973375809295,0.8358916899003106
15,0.3,0.5,0.5,0.748495152122727,0.6866857204278916,0.8203196582630031,0.6496940362075448,0.7593249591801672,0.6635776166280911
16,0.35,0.7748489882210812,0.7675675675675676,0.7797027016567045,0.7555865051490052,0.8051930102276618,0.754726621039121,0.871451348874109,0.8585448961253981
17,0.3,0.7880794109823097,0.7189401482464874,0.7492002652568207,0.7195520652593022,0.8378290993067979,0.705528207538076,0.8842546954771118,0.7936617293407029
18,0.35,0.8125310967100934,0.7353755438104483,0.8549402678827271,0.7390708116087373,0.999451754385965,0.7521283623721704,0.9384270827493476,0.8176350394581455
19,0.3999999999999999,0.8279489631418304,0.7828068660809506,0.831691366221581,0.8073875346566508,0.923612775058882,0.7856865509416402,1.0,0.8637971670961944
20,0.35,0.7950868675157159,0.768140488500624,0.7432585665125248,0.7589405708670414,0.9049447120464924,0.721161519036519,0.9987082393832968,0.8526540424096025
21,0.3999999999999999,0.8196656622183958,0.7872938530734632,0.8366155220078939,0.780004076479908,0.991558311672492,0.7760229046284673,0.9902821217647236,0.7966621578857881
22,0.3999999999999999,0.8364427653444259,0.8043845581075664,0.8275428237786439,0.7952065188258188,0.8558239805776646,0.7778534604314031,0.9205730970168104,0.8333835337096207
23,0.4499999999999999,0.8571679258999887,0.8249786871270247,0.8602175516902485,0.8107269948744541,0.8828703841209053,0.8044179970815633,0.9172506024904202,0.8770522384895983
24,0.3999999999999999,0.8085555555555556,0.7918167814540872,0.7689663888273257,0.7902288020005805,0.8557963905474859,0.8035648464385987,0.925152721521448,0.8891401878017122
25,0.4499999999999999,0.8526733254994124,0.8099179206566347,0.851626670384011,0.8327793273166794,0.9196229560256008,0.8246238263619518,0.9000506383976596,0.8826113447955553
26,0.3999999999999999,0.7908596442615141,0.7832684671934583,0.8069990920158661,0.7693743062497632,0.9282601582669652,0.7604662135807894,0.9158168073791004,0.874609957085708
27,0.4499999999999999,0.854431385908136,0.8349195447409733,0.863157320512932,0.7917655733305006,0.9656333454346072,0.7980129341652212,0.9935878697151947,0.8602211481758694
28,0.4499999999999999,0.8506949325372122,0.8294192426067175,0.8684951993084286,0.8210713433124704,0.9798347896697106,0.8230416137109415,0.9252717277083105,0.8807326572152465
29,0.4999999999999999,0.8950260617236211,0.8380809225765118,0.8845211288402183,0.8475152344767153,0.9219113734050054,0.8750970777461259,0.9592126792752784,0.895810769198162
30,0.4499999999999999,0.8554902119211414,0.8467441892392811,0.8427040327967807,0.8488559654631084,0.8250596439683181,0.8491653584510728,1.0,0.8809438429217842
31,0.4999999999999999,0.8855909049334779,0.8335730983636036,0.8894598407784694,0.8513911276562697,0.8644410761873716,0.8419353671973313,0.96581981348084,0.8712553700501033
32,0.5499999999999999,0.8911043789803357,0.8741895646804569,0.9234875177440376,0.8471056533274577,0.9308563773284702,0.8598984794097575,0.9521053824715192,0.9310035667210717
33,0.4999999999999999,0.8565745605172762,0.825440641230115,0.8560381623159891,0.7998679061976276,0.8966487843155487,0.8295575364754931,1.0,0.8823416910203846
34,0.4999999999999999,0.8759404466501242,0.845049487219284,0.9009947650758856,0.8132548611565363,0.8710726534373898,0.8205739593155397,0.9158870391372884,0.8710425140425141
35,0.5499999999999999,0.9004486703182776,0.8410406755909577,0.9085436518767976,0.8345814003752563,0.9313815206676894,0.8585843175434553,1.0,0.92039682901525
36,0.4999999999999999,0.8678949339825826,0.8445228784723986,0.8643914961886953,0.8215083270181953,0.9147824280255302,0.851235201777965,1.0,0.8592141708508432
37,0.5499999999999999,0.9050763170503172,0.8533490011750882,0.8745812410234096,0.859472671270866,0.9119759833127252,0.8681626936911983,0.9563237432796964,0.9169587258563464
38,0.5499999999999999,0.8976286133638489,0.8486547934823796,0.918967485618552,0.8472030922508864,0.9158198830402448,0.8634249329102269,0.9997076023391812,0.8981258294953441
39,0.5999999999999999,0.9229130835492274,0.8603580562659847,0.9149270835869644,0.8633976119795743,0.9257395021798216,0.8545121922064431,0.9625320066038208,0.9222984407405306
40,0.5999999999999999,0.9188351525774838,0.9009906828635452,0.9277407752236272,0.8832483533601956,0.9602820302444104,0.891306690951428,0.946649002451672,0.930969051098914
41,0.5499999999999999,0.9062941831903346,0.8533515731874145,0.935619951967122,0.8575898962148962,0.9363320245602536,0.855506562881563,0.9994268341307816,0.9223739276173488
42,0.5999999999999999,0.9123988444835568,0.8879896027398788,0.9077585271221752,0.8603684592152085,0.9395089928251812,0.8634280065982851,0.987241115405552,0.9063239939567208
43,0.6499999999999999,0.9293921136986832,0.9041589102785612,0.9240709448470352,0.9071222746896204,0.968235539211354,0.9111070631644655,0.9637775525956912,0.942578257512468
44,0.6499999999999999,0.9286843952198284,0.912910851371196,0.9038705030110932,0.9024737410592673,0.9716042266687296,0.8940740382746963,0.9480315856848456,0.943758679403933
45,0.5999999999999999,0.9338882955904232,0.8964558057822306,0.9423666073467714,0.8904750104750105,0.9779143721494572,0.8963812110687112,0.955581980339372,0.9473950633765212
46,0.6499999999999999,0.9385106224190258,0.8839506172839506,0.9155440425841108,0.8902193376209129,0.965062361464414,0.882382527930775,0.9250683217580008,0.9540202072645754
47,0.5999999999999999,0.92813355588645,0.8936937781109446,0.9289351626560568,0.8924265535144678,0.9857907835246704,0.8669460879555736,0.9546117405244292,0.9492706475914232
48,0.7,0.9332344502025038,0.9204503591821698,0.9001802967901209,0.9141252964685206,0.867842058132946,0.9138198817061812,0.9997009569377988,0.934591711415144
49,0.6499999999999999,0.9260206393805596,0.8923165426239528,0.9191074785532988,0.9008046782373436,0.9230396449006982,0.9011954855746236,0.9975475260073516,0.9299923442835766
50,0.6499999999999999,0.937333147942158,0.9323516626820256,0.931747822480569,0.9212467533471792,0.9482293172718064,0.9085745401569704,1.0,0.9703447927822928
51,0.7,0.9531009160515796,0.926971712965314,0.9515278837890028,0.9427894915493514,0.992802536957182,0.924820000782141,0.9925614712142126,0.9510706790356352
52,0.7499999999999998,0.9573119215555754,0.9522301016488016,0.9280908577281236,0.9301051825376604,0.9519685390500938,0.9343127486848236,0.9772942429844024,0.9651094862251778
53,0.7,0.9530417887308348,0.9179069538218916,0.9266281762147752,0.9172528056124916,0.9686983821522278,0.9243962111896656,0.999399120530959,0.9481182190880648
54,0.7499999999999998,0.9674728427956548,0.9194939279262648,0.9415852392170606,0.9365174427706008,0.9723279812190396,0.926197733741906,0.9933345829417292,0.9527657273282272
55,0.7,0.9335154401920436,0.9240076751245776,0.948951553414315,0.9315600842512608,0.981227693784666,0.927406965815054,0.9977013431796312,0.9649077619380956
56,0.7499999999999998,0.9552531759319692,0.9339261285909712,0.9397333263122924,0.9512447160038106,0.963004942577625,0.9407356616735764,0.99937865497076,0.9769640082140082
57,0.7,0.9377796087670272,0.9143689843776324,0.940929464304636,0.9077954515388724,0.9805928218870118,0.9090752812529128,0.9886264960128068,0.9356857034632906
58,0.7999999999999998,0.9522268897389956,0.923699914748508,0.963040648235644,0.9441171428760438,0.966371808958769,0.9395207159111958,0.9531485756506144,0.947081532100345
59,0.7499999999999998,0.9498180083089136,0.936715070643642,0.9263134081438112,0.947405558966844,0.9447540657852556,0.9372451804340124,0.9984654964918122,0.9532709532559664
60,0.7999999999999998,0.9509329690848256,0.9600041339396445,0.9617995473064715,0.9626689965294292,0.972658662584865,0.9613987457849832,0.960450077374726,0.9686409094624104
61,0.7499999999999998,0.9510431785965896,0.953634228764534,0.98965344524653,0.9600742635024552,0.9856866911801848,0.9441744408074196,0.9991288745579364,0.9546436628936628
62,0.8499999999999999,0.962403333540414,0.9643499370616796,0.948847098145437,0.950509981595508,0.9890402191461544,0.9625375934116536,0.982310970680961,0.970635480837795
63,0.7999999999999998,0.9705006317232407,0.9278957701231484,0.979047737442362,0.9577760706878304,0.9596706250367492,0.946920883202208,0.9997139588100686,0.9735575499314156
64,0.8499999999999999,0.973368315838398,0.9565297931460328,0.9530414728710362,0.9547136333441564,0.9885118007528328,0.9638583586829724,0.9991081871345028,0.9662222618307472
65,0.7999999999999998,0.9705305044862352,0.9559354226020892,0.9933355272612792,0.947625784434995,0.9813876547658028,0.9479878485141644,1.0,0.9688160706252812
66,0.8499999999999999,0.9654671078731508,0.9536713286713288,0.963551814667686,0.9579610809941692,0.9798774716796276,0.9548795791626674,0.9702993949378432,0.9868995184005428
67,0.8999999999999999,0.9794266191325014,0.9671415004748338,0.9644212307985351,0.9668521803632096,0.99081681510606,0.9747932407698776,0.9984080410084444,0.9811710234210234
68,0.7999999999999998,0.9718901869475166,0.9532859435117929,0.9747491409843476,0.9458538830404588,0.9941982921524568,0.957974956727102,1.0,0.9607733076058848
69,0.8999999999999999,0.9683347148319474,0.966819986633644,0.9820458758604336,0.966343176105273,0.9846720270957906,0.973584561034158,0.998744625427612,0.983753864903134
70,0.8499999999999999,0.9566699468957508,0.951918158567775,0.9659972195859848,0.9443250467896364,0.9808218348722998,0.9571452361024444,1.0,0.964653964940598
71,0.8499999999999999,0.9680900340388724,0.962416649828248,0.9691881033302396,0.9764751731947868,0.987441215849341,0.9640283054594492,0.9976153092501584,0.9806838561390304
72,0.9499999999999996,0.9737653690065792,0.9736790986790986,0.9600257341684962,0.9692547389717202,0.9786323855240832,0.970639362602806,0.9997076023391812,0.984326923076923
73,0.8999999999999999,0.9788871610872136,0.9674107758026732,0.9764257934401248,0.9733286557332052,0.9729330805748756,0.9719676691320872,1.0,0.9767384801189148
74,0.9499999999999996,0.9695691722484082,0.9632385194182946,0.9886117933851184,0.964953471391996,0.9996940024479803,0.9652805599076092,1.0,0.9785728936502932
75,0.8999999999999999,0.9670961487776693,0.9492822966507176,0.9617403075662612,0.9479484942087496,1.0,0.9588298723335488,0.9988548674317372,0.9790173069824232
76,0.9499999999999996,0.9766377514630612,0.9558404558404558,0.9630561639487818,0.9683361797111796,1.0,0.966549364049364,0.9997368421052631,0.9714920256498648
77,0.8999999999999999,0.9673692259899156,0.9580678410794604,0.9592382023176044,0.9589365434572544,0.9923752480463722,0.9705120368730116,1.0,0.9812614379084968
78,0.9999999999999998,0.9803125,0.9619708994708996,0.9892286307243464,0.9649191898787488,0.9931935807658876,0.970649433899434,1.0,0.9814677253449404
79,0.9499999999999996,0.9799724127708906,0.943302464675212,0.992207997787354,0.9428302384732408,0.9805152086084746,0.9499302631310744,0.9983946145852436,0.9769009536421376
80,0.9999999999999998,0.985925430778372,0.9698720227515109,0.9974004461365668,0.9815295768061728,0.999493927125506,0.9842713350479309,1.0,0.979835107294843
81,0.9499999999999996,0.9753231897240828,0.9649676702364114,0.9689025000152658,0.9710779251003808,0.9867159544950412,0.9754021711819264,0.9989035087719296,0.9786204597283612
82,1.0499999999999998,0.9806346081602396,0.9777511961722488,0.9766064047305956,0.9773102496598142,0.9862189056375972,0.9804997991995896,0.9873274245493407,0.980676628964254
83,0.9999999999999998,0.9754898329092307,0.9718386627906976,0.9839021911496116,0.970893178294494,0.9990167334096112,0.9816113465784518,0.9979290933351732,0.9883115101536156
84,1.0499999999999998,0.9838137336626924,0.9773898848731314,0.9855480461122018,0.9699000756204146,0.9874297254474717,0.9862582116529484,0.9887751727640612,0.9873891207650056
85,0.9999999999999998,0.9830688908305016,0.97192118226601,0.9763207672060518,0.9807356532356531,1.0,0.9850550976800978,0.9993949593857794,0.9917042279046384
86,1.0499999999999998,0.9808403361344538,0.97619940029985,0.9860359248075148,0.9702767055913508,0.9986709197235512,0.980681037139638,1.0,0.982005247971394
87,0.9999999999999998,0.9827677154534252,0.9767038891028108,0.9789316805103428,0.9756125756125756,0.9996790757381258,0.9837032190782192,0.9984137540775272,0.9653988686045138
88,1.1,0.985867075431565,0.9702075027619002,0.983819560191718,0.9621345693052876,0.99472174635918,0.9773292405405596,0.9997139588100686,0.9664314601520484
89,1.0499999999999998,0.983900075987842,0.968566392479436,0.986475440810168,0.9692720985155197,0.989165553233279,0.9775500449842556,1.0,0.9806173355629876
90,1.1,0.9911552151871428,0.9729197901049476,0.982163574186548,0.9698329984095752,1.0,0.9779635754097586,0.99935198356251,0.9756982381438905
91,1.0499999999999998,0.9904000604071994,0.9654796511627908,0.9906350028454066,0.97035272624462,0.9904318864217736,0.9836682092234096,0.9996710526315788,0.9906815710089704
92,1.1499999999999997,0.986218785411968,0.9846945842374994,0.9978370341436436,0.977964657468968,0.9916027031596598,0.9905623543123544,0.9996626180836709,0.9847696267644086
93,1.1,0.988750817527796,0.9828088578088578,0.9861076917328137,0.9666298076923076,0.994048018251052,0.987820512820513,0.9994400895856664,0.9795011225837448
94,1.1499999999999997,0.989597700483316,0.9863926671279964,0.9813398030533256,0.9813596239986218,0.9911485370224614,0.988652347675654,1.0,0.9899963768115942
95,1.1,0.9890278539507148,0.981339161343004,0.9860436225057218,0.979165636004396,0.9955852285635164,0.9799153468198962,0.9906176607166424,0.9649185373177308
96,1.1499999999999997,0.9918050375684035,0.9839674038505932,0.9835648729085932,0.9862218234510256,0.998812507459124,0.9884321131613152,0.9997258771929824,0.992826838731444
97,1.1,0.9913189987163028,0.9722481585226684,0.9876529819736812,0.9752626656497624,0.9939829322236284,0.9873156682027652,0.9991143639239944,0.984223587872416
98,1.1999999999999995,0.9911169463135328,0.9859621905847142,0.9883228952065723,0.9820308648787844,0.995722433604468,0.9924022826766729,0.9960071841907474,0.9889555533751964
99,1.1499999999999997,0.9880933131001542,0.980089355089355,0.9868590151220068,0.98589774208842,0.9897835020009776,0.9969967948717948,0.9980506362225288,0.9858795468097794
100,1.1999999999999995,0.9890848174925058,0.9904306220095692,0.9909463190078552,0.9908836996336996,0.9976709060891974,0.9953296703296703,0.998422113636494,0.9913089929394276
101,1.1499999999999997,0.9887592576348074,0.9823015590879082,0.9839471606699852,0.9330444117286224,0.9930995570873288,0.9827130544893702,0.9994025241675616,0.981747515929032
102,1.2499999999999998,0.9904043645699616,0.989679690332238,0.9873189049022888,0.9874756454292408,1.0,0.9911591143734,1.0,0.9881486486486486
103,1.1999999999999995,0.9896875,0.9826555023923444,0.9857789979829228,0.9671198294882506,0.9935160669947,0.9739292511134616,1.0,0.985933569641
104,1.2499999999999998,0.9918402777777776,0.981071964017991,0.9932770806497392,0.9854953460545566,0.9982783663704716,0.9890671390013496,0.9961915039575224,0.9848461297474456
105,1.1999999999999995,0.9833732057416268,0.988687725356762,0.983631458128574,0.9884283354549313,0.9940782910455974,0.9924551282051282,0.9927813732441464,0.9927262533747496
106,1.2499999999999998,0.9903170410744118,0.9790565562866286,0.999624060150376,0.9845880545807548,0.992273426802692,0.9912476736972704,0.9975761760483652,0.9792174451899852
107,1.1999999999999995,0.9878214479819216,0.98373994426626,0.9884319798071634,0.984056882978332,0.9967184783130072,0.9911341563381204,0.9974708481340842,0.984700697586727
108,1.2999999999999996,0.9909598456857204,0.9888162518546616,0.9860518269251398,0.9885932414463762,1.0,0.9911639856531498,0.996216194664698,0.9901520011164971
109,1.2499999999999998,0.991178892250192,0.9826649175412294,0.987592870886326,0.9868468169761272,0.9989865549625024,0.9919876215738284,0.99968671679198,0.989021592442645
110,1.2999999999999996,0.9939446366782008,0.9973684210526316,0.9956670237558662,0.9952480857968664,0.9923485903699056,0.99768711018711,0.9953288127179756,0.99091057016879
111,1.2499999999999998,0.9922190080105198,0.9849416398482156,0.9853365318168515,0.9839631587226464,0.993990685808339,0.9907227855951766,0.9956793345888086,0.990504471829848
112,1.3499999999999996,0.9911710177507732,0.987987987987988,0.9920804755180166,0.9907734604105572,0.9898319798602194,0.9940620915886872,0.9894086872654712,0.983297115620321
113,1.2999999999999996,0.9905181190992072,0.992232921511628,0.9812543449620093,0.9881124084249084,0.9964173160166092,0.9946517857142858,1.0,0.988826280102876
114,1.3499999999999996,0.987904069463333,0.9898325358851674,0.9946000823403156,0.9939012066365008,0.9974878496752568,0.9964102564102564,0.9984671086222684,0.9935960567616916
115,1.3499999999999996,0.9903199008757848,0.9926108374384236,0.9909892336265604,0.9898371831984636,0.9945758321446664,0.9968269230769232,1.0,0.9932923375074536
116,1.2999999999999996,0.9921590248618934,0.9880382775119616,0.9904368175021104,0.9820184445184446,0.9974910031488978,0.988486975986976,0.99968671679198,0.9934902159244264
117,1.2999999999999996,0.9900138771734102,0.9900800236014308,0.9917755657371848,0.9893388843388844,0.9990174594094348,0.9953153153153153,0.9968606266446712,0.995595694799659
118,1.3999999999999997,0.9883220289227512,0.9922140622875018,0.986048879543528,0.994909281751387,0.993477894313382,0.996604450663537,0.9991776315789472,0.9888391646543822
119,1.3499999999999996,0.989581693171679,0.9937373365260638,0.9872138118158604,0.9922313622313622,0.9944749388828336,0.996681056056056,0.9996710526315788,0.978738186552832
120,1.3999999999999997,0.9954572986069048,0.9898313492063492,0.9978387799492642,0.9892261904761904,0.9996790757381258,1.0,1.0,0.99875
121,1.3499999999999996,0.9922096317280452,0.9888744741911388,0.9954753518898256,0.9883269230769228,0.9992723285486442,0.9965,0.9979422800506722,0.9793630453893152
122,1.4499999999999995,0.994733581164808,0.9964028776978416,0.9950350469640306,0.9967234262125902,0.9962546310809424,0.9986842105263156,1.0,0.9974679487179486
123,1.3999999999999997,0.991755206119847,0.9875409143701827,0.9867970435631156,0.983145148737254,0.9976971387151443,0.9923454854375906,0.9996867167919801,0.978299137049137
